phone_number,person_id
"0994458543",G282278063
"0972277403",D181818086
"0906731264",K212197332
"0944429000",D166263781
"0933149249",K199331807
"0902489369",D170322248
"0979611824",H243906510
"0985497329",C216757060
"0908582942",J227355201
"0931396966",H255485259
"0982795422",P188379447
"0959115982",Z156735161
"0971850500",B207864435
"0920730827",Z260173840
"0976963552",C145430432
"0940895837",R243230545
"0914801606",D185462179
"0917490084",Z158465340
"0912880378",C228647604
"0970058484",S114903261
"0979813808",E272998476
"0982404981",J173236173
"0902351722",D136651728
"0901865157",Q195198202
"0965325883",J134408091
"0911420302",Q196619602
"0949652701",Y253885440
"0947218528",Y166189071
"0990894133",V268989454
"0990708006",W248301116
"0953749141",T115129242
"0996381289",O288398605
"0906932742",T156855798
"0914148192",F146826122
"0991024570",N121867954
"0999836712",Q114929576
"0942833281",A150430013
"0954272852",Q160355093
"0951644888",T299575406
"0995868238",E154324654
"0925073825",X223261762
"0947064550",J211302392
"0978374283",V244287659
"0946431268",V288816096
"0955672017",O273531330
"0993516715",U207473761
"0957314527",Q202768378
"0973931738",M189931985
"0935641617",W143380231
"0927352636",A276326776
"0903155742",P284743523
"0932948062",C178348378
"0923041757",S287923259
"0953382027",L275701265
"0999336165",X114338338
"0957692113",P226271880
"0978511861",D116237786
"0986497131",V180307650
"0945056036",U292313338
"0905698247",A160260167
"0956388261",B134124520
"0962613428",U122109019
"0934302726",K269333153
"0998390947",W225070690
"0947207774",H223929688
"0994306004",P266836061
"0975860961",E225070087
"0999073992",L116919725
"0974706923",Y125725302
"0947304347",I226191421
"0928965837",Z109447627
"0963984022",J243100199
"0981088546",Y289998436
"0965892393",Y253922055
"0953404421",W258904905
"0971389916",D121017787
"0983324085",J131915339
"0960152643",R249188077
"0955078349",L234706915
"0981754721",N259425075
"0986868000",Z203717739
"0995297677",Z128799379
"0912741068",W225355410
"0962904509",P205809375
"0951430499",C181686029
"0970408435",V162115118
"0953138643",V226848565
"0992476016",B299021079
"0965692277",F156849217
"0949841710",X183537454
"0985817104",N210138266
"0974982086",D120175726
"0938793301",K266121786
"0971415643",Y166418880
"0959426445",A207808838
"0980838890",O120176652
"0916472970",E143774291
"0957237446",M120923416
"0996604063",B206221918
"0982365623",C234933666
"0947329269",K257444016
"0998769653",B276422505
"0965324001",W239000571
"0994897224",Z199790899
"0980376501",P137679649
"0929733376",B170380275
"0982843782",I214161735
"0929109983",K174845686
"0948972501",G186117078
"0938327545",X151695687
"0972459323",F254809002
"0920405514",V133022220
"0917066292",V146697991
"0989863484",O163168841
"0986716585",V111642415
"0928742602",O271895868
"0953955187",T299522325
"0936515966",G159740632
"0940860817",S206419341
"0939464138",H227192543
"0961409937",E284582933
"0925507047",A109856358
"0904121826",S157046845
"0923224606",Z214216538
"0973188640",S144372925
"0966352814",N171801997
"0976270264",Q114929576
"0917760260",N253672909
"0903564365",S181084297
"0999435678",R215552723
"0901511260",M169975490
"0920917481",P284743523
"0978490279",Z250224992
"0974151353",H268090497
"0998135657",U267917079
"0925539714",T188231053
"0934965220",E122307290
"0919675543",L116153629
"0972125758",B212437520
"0908616517",B124881698
"0985870294",P204236716
"0996182854",S161322956
"0965732382",J265623833
"0948958149",F277882901
"0919150771",W176648613
"0995840783",X160476181
"0921897387",D143084871
"0939706952",U222579639
"0908273380",M122478558
"0932241197",G217501422
"0978591206",M175680699
"0968223835",J297247536
"0902453218",V255261670
"0963797759",V241818796
"0942856104",T146650049
"0917829156",Y131479991
"0912504324",N281588190
"0981379624",I185751438
"0928177381",V169754579
"0942505724",Y217667366
"0979528634",Z288730343
"0957420889",Y253958386
"0958801460",P137064326
"0955557788",J213439329
"0992194973",C259007274
"0986298901",U180801616
"0964606194",R237781522
"0935893344",D252631764
"0959499599",W263251144
"0969609338",C185282410
"0954143781",M114274377
"0930907014",T265427759
"0926967981",B240745206
"0914423684",V233625830
"0924026408",H169890613
"0993425872",E139423414
"0987082915",A155289605
"0943707426",G146884152
"0902638916",M228982973
"0980179882",G164997858
"0965607234",N169261152
"0920582007",M169100493
"0930183523",C196327171
"0966501056",W116157833
"0980806430",Q257704815
"0968049017",K256597385
"0922137237",Q273848232
"0905082187",J259728587
"0912393751",O277849575
"0906587349",F158127312
"0957086579",R233952758
"0973562540",K105894824
"0925199163",Z152356440
"0994856638",D239468861
"0994123754",U210906984
"0986804776",U281897378
"0959551901",W242734031
"0944254278",Q297303749
"0908359078",G167793870
"0938031584",H297764933
"0951783102",E213108021
"0998604997",I132493783
"0938592593",X175022551
"0953982659",V150061767
"0910999439",K102482233
"0947001593",P263994682
"0956469916",G206458581
"0942862822",T184437059
"0937940858",E205275068
"0954224507",V145017480
"0951874589",Q291326784
"0943520880",P261367383
"0905227812",B278097644
"0995583678",E216357446
"0964495569",R174493445
"0989004511",D108476902
"0993340133",E129676467
"0976379699",R215584181
"0954775814",S251927030
"0933646784",O242730410
"0903081638",V164613724
"0988147671",X259267570
"0956525093",Y127699136
"0946345673",X198243138
"0979646059",U120922845
"0910760089",E223906824
"0969431776",L293949325
"0950428061",M112055212
"0928920522",E181200227
"0979094343",Q185258648
"0940983716",L132724557
"0946613261",M128764955
"0969486531",P277708630
"0987344821",Y168175931
"0925309558",Q228740450
"0956612179",E145306559
"0910904375",W237379797
"0934261953",Q257704815
"0935381371",M262475408
"0934923349",U161188885
"0985932216",M269025951
"0913952042",I194257096
"0915237255",M157321811
"0968402989",E143774291
"0949421992",J209534179
"0974472756",A186931983
"0949512537",L162473483
"0981926692",D252598639
"0903056473",B226531273
"0992231181",Y277313647
"0943563389",A235573813
"0972445987",X274281209
"0955599428",D256683415
"0932427847",K114904619
"0915927240",I208615937
"0989358078",O168754285
"0965768758",M273642933
"0990610190",R174493445
"0924048988",V286273600
"0915978532",J202445142
"0957680788",F241143175
"0980701788",E237079401
"0932805471",C282339254
"0955640273",A180422190
"0925521486",G283572444
"0922231878",Q117524395
"0953617055",L150921223
"0938849756",Z182996701
"0940577858",W121448494
"0920468331",H236887162
"0929374546",G267930142
"0974730005",X270449518
"0926816655",V167710097
"0922816042",Q228740450
"0981738560",M274694324
"0976632182",Y241493807
"0996373790",I232955495
"0900281614",X151275578
"0935886795",C125371469
"0965986546",E157999733
"0977307447",G275445509
"0928195524",A222772400
"0903533792",G185338859
"0998850666",U112884569
"0903058522",Z137194382
"0914347998",B212437520
"0971045281",H236887162
"0949800762",K194228501
"0978736213",Q135565910
"0946918071",C129285704
"0929442411",K161006577
"0914353691",T149648087
"0942105147",V248810770
"0912755629",L135204196
"0969933518",P205683415
"0945699792",X175757979
"0972983249",O198442912
"0902606668",A108561636
"0919312398",P212685581
"0943581186",C142240847
"0984517777",Q156825591
"0977941004",Q195274958
"0983893502",W160537814
"0983995408",A186931983
"0992027488",F293572642
"0950918754",T266260454
"0975866282",T216884628
"0941838941",S119513221
"0964280777",F253508444
"0901840584",V259707686
"0908791700",R197351182
"0996879878",G157697156
"0997255522",I205017439
"0961341358",G210286986
"0913014387",E156149391
"0941694634",W298877389
"0945973723",J192987471
"0913398104",Q277545554
"0916343155",C292382703
"0992477444",G257273130
"0989034016",J285431304
"0997578996",U242021750
"0907586874",R255337559
"0902806359",O106732318
"0936220587",O191899182
"0949074038",X151439287
"0922428322",Y275123109
"0925211688",Z223120867
"0966027786",I208978822
"0983322114",U136421635
"0920662948",L249024733
"0924534927",K103389553
"0969203883",J258101733
"0945066287",G237204755
"0952622294",C166863557
"0939585017",Y241493807
"0992545011",M122478558
"0973033439",Z131461357
"0960254305",C112037930
"0931523318",S244410137
"0920507859",Q186518438
"0980768468",E202253766
"0961580358",E122307290
"0931206087",K148147600
"0931719117",Z191463117
"0921896556",H226552349
"0959761605",X253942074
"0980783750",X190976569
"0927161228",N294378573
"0924165507",B185579588
"0901668446",Z103825903
"0918582498",O260422304
"0948148818",M164737221
"0932271692",C115222548
"0996201384",P213246088
"0941249945",Z209326778
"0972487115",L148417607
"0911220198",R236976189
"0986268298",D264317635
"0929032706",M160108653
"0978178095",Q263634977
"0956778622",F294295108
"0910250406",H155852178
"0905369829",O189041523
"0956161080",K256676907
"0993972680",S187640388
"0913408230",I191616566
"0958432593",N142382483
"0965959985",I190125619
"0990075721",O210730324
"0959617874",R270971011
"0911062629",X108651893
"0917131068",C246673559
"0990433544",M256860464
"0956846082",R194105240
"0918407399",H293705563
"0936450172",D124714407
"0960459124",E156149391
"0959925974",V171945802
"0953838467",L261098719
"0999392903",C196773860
"0955016750",N220527588
"0971544763",U219162040
"0974277502",A270071585
"0924341942",B147003629
"0999565319",Z260173840
"0931699793",J257626820
"0970454190",N204215118
"0966979960",L155201486
"0988420285",D156038141
"0973372988",T171475009
"0995745185",Q288043374
"0990038864",C104378940
"0967429298",S231363209
"0937433543",A173833012
"0901877479",Q103193382
"0928365291",G152341426
"0996276130",U190224710
"0901821480",P231284719
"0907416165",N264102865
"0943183217",C121996353
"0958068624",F151043055
"0951755095",B148101660
"0985564980",W292733806
"0988191555",G207435260
"0953815424",K256676907
"0951803558",L212046803
"0945244545",Q232166659
"0946233201",G164997858
"0985486695",O198442912
"0989331115",F218233931
"0928613607",X266203022
"0940448317",Q168469978
"0998709832",E154398494
"0975175874",U118381236
"0906138473",B156281908
"0924237608",D138853980
"0927696667",H243906510
"0925724226",Z159536768
"0977017002",S158074969
"0952404347",O286077345
"0971735065",S290304875
"0983117678",J136516363
"0931887616",K224839836
"0930825445",M189931985
"0981916211",V117421885
"0975487832",V132593793
"0953113994",W210259107
"0976510829",M231331391
"0907050554",V260682814
"0907324913",Y177003733
"0941916596",N231476225
"0914251326",U196428892
"0984884674",P152031850
"0998023489",E251993239
"0936486217",B182931479
"0945716809",X206241935
"0911066044",X267644198
"0961980351",Y166189071
"0904973969",O253142499
"0905595681",W158015054
"0935887727",R219031092
"0927591307",D184880459
"0960131200",Y166418880
"0958002987",J135854051
"0917224382",A117137442
"0975602608",K138823442
"0911237729",H157056656
"0995709309",W122936215
"0924211416",Y162641409
"0976838874",T225583009
"0935876091",S102691854
"0955576200",F168442675
"0919300498",B265575022
"0958410837",Y146740461
"0969320586",K120520932
"0940847969",Y109038653
"0902584770",X105978904
"0997474677",O131312440
"0924200677",O200741780
"0968188204",C127595716
"0950253274",P263994682
"0951273782",V168114571
"0999604144",G106804652
"0971375128",L250715549
"0970458960",T115569148
"0968697503",Q132427459
"0990066600",O237218130
"0936681017",Y265161704
"0986614450",H148232684
"0905586988",V272561160
"0925266573",D201961213
"0988391807",N264372241
"0916851418",B106693234
"0999247475",A299753708
"0972752685",O191899182
"0978936719",A213116323
"0978640857",O263988710
"0987987992",C176098115
"0918767557",J193902918
"0937993908",X206241935
"0913607805",A271554529
"0908173832",P261209984
"0980339155",X142195156
"0985536174",A177520589
"0961936658",A167009886
"0947892339",O140561326
"0971903642",G140308911
"0908113153",A214893150
"0955905735",B197177478
"0991636956",W189262056
"0919582692",P154711422
"0911422485",D239468861
"0977915236",C185282410
"0905894138",H283800051
"0970493226",F226372367
"0941341846",E241593478
"0948894997",K191032138
"0906472377",J202445142
"0973721828",H252288605
"0928878335",O257153603
"0974704284",F279110711
"0992765814",G114054700
"0994016331",M203693993
"0938628111",A102442310
"0981325058",G136648573
"0924024655",D120175726
"0952142248",P132465789
"0928157666",G146919589
"0900159250",A149066472
"0986470063",O146138214
"0918100072",U126449836
"0934231818",S259926679
"0992638576",B108975499
"0990050408",U284761204
"0973351948",R123221637
"0964652762",Y275386482
"0981716990",Q151890776
"0970664759",C288898378
"0906980187",F216050701
"0968881248",Z221636433
"0961345487",H244336003
"0928092087",L191773214
"0946360582",P102366308
"0929376006",W291760836
"0937839685",B161212111
"0984387551",I200733992
"0968199322",O102291870
"0937723546",M114225089
"0937223000",R114795580
"0999236845",N277528417
"0932088708",W277875885
"0948967406",A177063463
"0966405270",D146424171
"0990863685",M239651676
"0956826412",W298318885
"0903308046",P182358328
"0925060077",N104566869
"0945209104",D123003736
"0956611654",A182619011
"0943345952",Q106906318
"0917683346",U292313338
"0991714740",Z162658479
"0989723418",Y247477254
"0973111591",Z241064068
"0991072276",V298478964
"0935846393",X228331312
"0940039330",F122035272
"0938917146",X120289711
"0944942118",K228286886
"0986518403",W192519386
"0908009721",N264372241
"0942343146",B286497416
"0963168464",C285942422
"0913179994",H275949441
"0990847489",P111335973
"0957758455",V120108033
"0917116562",M296842584
"0923698352",V260682814
"0947046136",T154821570
"0977862303",A174683490
"0991021938",Z167057945
"0998869986",C244011891
"0922628363",Q195416116
"0904101582",H219355296
"0917619008",R110877394
"0944159663",V126351083
"0958116305",S141701942
"0958155850",W123252058
"0917699224",K295331170
"0996746118",I130434384
"0984499765",G207754288
"0974447076",M113403061
"0958504169",A242275993
"0969021214",U136746897
"0964087226",D143728832
"0994349519",U235950657
"0903123118",S148296328
"0941583954",X198243138
"0996417456",P297509400
"0962518181",U172749983
"0904803623",A284419940
"0966674668",E271150543
"0986444384",E198430173
"0966074968",T254800733
"0966819295",K197249753
"0935320169",E272942830
"0991102633",M203693993
"0927684672",X292907000
"0908555495",B292978799
"0971122811",K161291094
"0918030960",O182733519
"0981543370",D201069689
"0908506231",Y289874413
"0926040906",U264930883
"0932580729",T161085324
"0934746716",D141617372
"0917407174",K200755431
"0918937606",O182862560
"0936232625",S184304625
"0937252615",T292761128
"0905309805",N261139655
"0991221123",D214632847
"0957645351",K119139318
"0901928518",G134719828
"0955918164",E106854392
"0955916513",I271149155
"0902927492",A270071585
"0950799712",N135210034
"0970433679",O248575717
"0997836883",J122678654
"0953286644",I107397438
"0955562063",J156310205
"0942772793",W237601598
"0928746152",H244336003
"0938595285",N150106880
"0965507859",W234627349
"0969890376",U125091247
"0972959828",G283572444
"0972739694",F247045794
"0921179065",M130361991
"0939196506",J245888767
"0921798266",N271329223
"0984115916",K148147600
"0975058954",T287576108
"0904792451",P205858243
"0986277068",G135742625
"0935590303",I135233065
"0987791819",R255950641
"0985861965",E149759814
"0986746910",H177950888
"0992668110",W183459859
"0960037903",R123221637
"0976076004",R262676187
"0970055398",J102777683
"0925103011",V219232235
"0990077470",D115035028
"0943837681",H255852152
"0910682898",A297716476
"0914244505",V203695995
"0951394886",T257581986
"0908421656",E157755535
"0954721936",A292159293
"0958824656",E225861024
"0928237692",H151436847
"0903049677",B134495748
"0919534234",W290020440
"0934733944",N231909096
"0964037613",E142026278
"0970782540",U280832284
"0990269643",J195772409
"0979095874",D165284311
"0919336243",J202445142
"0908877537",C133784014
"0951781566",J289944704
"0971860022",T179818819
"0909032006",A211504870
"0997628465",A212769197
"0915598844",V193560947
"0986658318",J167651842
"0995363355",X133356632
"0999017988",M247197216
"0993303141",U258862758
"0942820576",B282195260
"0946715667",P124495602
"0983796151",U266415398
"0928604265",A185827766
"0964810979",U157653726
"0955113005",Z261485063
"0990611866",I121235462
"0902732140",D280092179
"0928886630",J101521669
"0935968411",B265187022
"0968275973",I134439250
"0916469354",F230790515
"0966203500",J223855406
"0989585965",B285069883
"0926878413",T191192752
"0975680911",T284696649
"0990149137",C256390647
"0952061092",L293268085
"0920332103",X282159127
"0915565412",F206179511
"0902319444",Y184904512
"0933082315",X116399099
"0942777538",G140308911
"0906657482",S245536425
"0943537153",S119513221
"0963434076",S148517779
"0990779148",Y222187213
"0904039262",A235161715
"0989918700",Q195301576
"0955897122",A196238453
"0975420841",H221918338
"0961184976",O298721198
"0943944656",I143951296
"0938873885",F156488741
"0936035234",C155905955
"0946881873",V101140155
"0914734858",L140681892
"0954497494",I271149155
"0944514029",H255485259
"0941491805",S209688875
"0932087588",D193178499
"0928901685",O213746815
"0993082274",A297653278
"0960014254",F286687914
"0967356279",C137088175
"0966159864",Q157299059
"0988807856",M284107365
"0979114217",N118582924
"0990490292",L131082247
"0992543297",R188096721
"0945613895",P205809375
"0938466730",M109149910
"0941412481",G110858168
"0963309113",B155439562
"0932573171",M208454843
"0943864125",W193672766
"0931375885",N250859146
"0913460589",H234955443
"0941466785",B184966167
"0947911462",G280492378
"0920957525",N207826739
"0968404618",J141545563
"0911371206",R120309401
"0997209860",I238865918
"0958495929",U119925241
"0903911434",M239651676
"0971723085",V174360025
"0988833149",T295036382
"0980785518",E169530931
"0911346686",X222983125
"0993722549",K171029895
"0982254701",N255177578
"0981702141",M273467118
"0987318714",P265431875
"0996740129",G207754288
"0942750457",W224794486
"0967263254",V168114571
"0936092468",O242730410
"0993777350",H296093337
"0931851286",V169754579
"0977196414",A105946440
"0953652186",V109683684
"0936727677",E157999733
"0970176125",H120224960
"0933908612",J192254548
"0975170590",F293085733
"0948515729",L253184108
"0998111311",C269900559
"0986029583",B149813007
"0929892349",Q167928209
"0979623353",A105946440
"0955733205",U236976968
"0925892661",V225589192
"0999619809",F253608065
"0989835210",T237043547
"0993355355",H208669458
"0904953908",W206516377
"0986124159",Z270199114
"0992793331",D125028642
"0977902100",B182931479
"0929501396",G283572444
"0994041846",S259926679
"0912667867",C121263322
"0953768034",V107807668
"0975240291",Y208418275
"0971754932",A108561636
"0950063702",Y148387140
"0949892165",S212817102
"0989319724",S280066108
"0969209789",K167863165
"0971489481",J245735949
"0903014097",N172900926
"0914540360",L274310091
"0958349394",C122970326
"0989765331",C142170724
"0906436602",P258284866
"0989058149",U235950657
"0925703773",C241882601
"0999167114",B271320300
"0992298716",M110809445
"0905769967",L235499759
"0998528481",U177096950
"0940560771",T257966185
"0958645016",X224367638
"0942624306",Y281089163
"0927485653",M153849372
"0920496313",Y210022976
"0944188213",F264120812
"0930225733",F104024511
"0924351311",R249122917
"0976920829",U166507380
"0962370792",X215499529
"0913714744",V238687090
"0970964486",A156786283
"0978505006",M201899719
"0974837615",K132083417
"0919611865",B292810818
"0954455521",Y219655097
"0931213748",M284107365
"0901306775",I194257096
"0927404614",B196454163
"0968523201",Q260424513
"0906985564",M157321811
"0982750524",M277465807
"0915094149",H295368988
"0971243484",C135678528
"0906772949",B282195260
"0993647568",T168195476
"0941722355",E154398494
"0909752212",E259919646
"0943210617",G195702496
"0971287680",I221079984
"0986753847",K298678803
"0904351592",H169226186
"0905252582",I185751438
"0912034215",L293949325
"0939806752",H234269728
"0903729841",K180242100
"0988334685",M195219678
"0927995418",G251285805
"0915801776",F267832168
"0927418265",S178237168
"0988857174",V265191970
"0950026563",W183459859
"0985366614",J209534179
"0992246456",T265427759
"0907009248",I134439250
"0957604733",A274184289
"0958821217",F156849217
"0984652177",L195049568
"0916348704",V165475853
"0993279380",S220941340
"0975383477",U213330437
"0935384479",L241094877
"0974655710",J160986815
"0957902549",T272221696
"0946577232",A212362036
"0944733520",T201461800
"0955768884",Q195198202
"0943217295",J288246718
"0905049297",I157234726
"0921795432",J200124079
"0991673525",B156103712
"0977484539",M180414938
"0932600892",T235408488
"0936362773",Y230277931
"0959787586",D146133059
"0926561643",A167460558
"0904055545",L240008411
"0988838502",D161283685
"0965444567",N164966492
"0962074461",G134884151
"0909665760",J279867683
"0928355084",X245291433
"0957967116",R234578185
"0966338962",V173663152
"0954678675",U213330437
"0951253223",D299483937
"0916425563",H188040768
"0961437706",Y164419405
"0966437673",J120486274
"0940852482",Q101722125
"0985148878",Q202481732
"0971112004",Z176733029
"0961843110",S169261996
"0981348274",E155394230
"0918315112",W168386499
"0996547699",E234741035
"0988030543",S274697964
"0994535700",C127595716
"0913997032",P226514264
"0959465677",C169932031
"0941028328",D137420807
"0935274567",Y269175722
"0913413962",U197689988
"0922974312",D162296033
"0900938934",E228909905
"0991419744",B207864435
"0904297269",P162393787
"0917642225",M130361991
"0932713705",U184745566
"0945858154",Z150611877
"0938073881",P268729407
"0977489949",U286050786
"0913263912",I226316393
"0909994884",B155439562
"0994330641",G163352239
"0957737559",U242021750
"0949227877",J258400679
"0955281068",G215907757
"0962666459",L268429614
"0975334816",M113672244
"0962796895",B130560271
"0992459987",B229653883
"0944310594",T208234552
"0985476806",K180242100
"0915252680",F111318564
"0969940284",G110741426
"0985909518",F197168339
"0953897889",T267041462
"0984478957",I176359775
"0900907757",L136640169
"0999890968",G283478923
"0930208184",Z140351060
"0940323935",L124152896
"0908680536",E135686611
"0931191025",R167985778
"0940448020",R278300505
"0962416732",O201307086
"0987717028",K259219351
"0901026510",A148423393
"0988527256",V207417228
"0921505611",T230326098
"0943205611",P117247338
"0973991631",L130814594
"0981354057",K171029895
"0937145889",S115057679
"0980466119",I115968432
"0945070802",Z184161939
"0909688427",E126430558
"0984622857",Z265282728
"0907266161",O171775547
"0958456523",E222591776
"0930071311",V210748607
"0965308635",J271094759
"0951375003",W120091642
"0937944131",D138707143
"0907233152",Z191907918
"0963853759",G249096469
"0952969417",A142129896
"0964690516",C139537797
"0980917887",B241630973
"0947162577",R161009804
"0968853919",D156422376
"0937184196",C257124736
"0946219366",E194380547
"0949010162",U163212179
"0988044198",R108044741
"0917866172",A104520620
"0965592045",Q282333173
"0933360323",T125713210
"0946557517",L265821312
"0975871175",A261354875
"0933924736",O117971563
"0913899080",J192254548
"0929090900",Y176058832
"0997833916",O120176652
"0961757867",F156488741
"0957215380",R288567745
"0969187324",E129676467
"0903040815",T102633924
"0931647014",S136758653
"0970576195",H143634919
"0978657678",O224668617
"0912046515",T259617149
"0965067505",L189319353
"0962883509",N102642099
"0948855204",B156281908
"0940667107",L169549837
"0982847228",B147003629
"0976182910",H159713243
"0932076603",W141537447
"0991140273",U161875481
"0908434601",P220151398
"0918410601",M157111646
"0966091218",T259105519
"0950209949",M214997233
"0990958505",Y252785665
"0962096228",Z149217434
"0943811810",W183459859
"0930616451",A121594624
"0943861252",J192987471
"0946199819",T128323530
"0927243318",Z152356440
"0917654733",C163353849
"0904493235",O271506811
"0944609503",E259919646
"0943194832",J147032243
"0930364066",S288400817
"0988246935",O294643531
"0921174002",T236237670
"0923677364",G197649072
"0919538494",N219374277
"0966401502",B149498233
"0970506307",N265670040
"0931266239",E254852244
"0919767909",P103991118
"0977598187",U193866103
"0941960792",O286077345
"0995957518",X233595775
"0935846236",C238801503
"0983216057",C144370197
"0944692561",X128952211
"0929351625",A173833012
"0999817912",N211224332
"0934769404",M260977383
"0941700612",Q160355093
"0916655801",D189478235
"0968328091",W117619261
"0919051623",W139233667
"0992784511",K197155210
"0926355490",E250172987
"0905117820",E143774291
"0995631877",Q130608483
"0992079877",L274524184
"0993407535",B198645224
"0925968992",R123221637
"0983332990",Y166418880
"0927947605",H124106981
"0983339489",W121448494
"0983321263",J163679479
"0935371221",G115170785
"0982298702",C152951562
"0993268956",M168256601
"0900947788",B294619882
"0926371105",A185827766
"0930032650",X183697704
"0978259653",Z185223429
"0952982546",X210992892
"0917132466",B216119498
"0907770781",R180103014
"0927003022",N138311190
"0944691331",B257526337
"0923750789",C198861916
"0937769053",V291102761
"0917489640",S283194305
"0904348119",S218068729
"0950786005",M228982973
"0926432448",W124861177
"0977569950",Q173098945
"0927020649",H294446787
"0915979135",X279636160
"0999518395",P239616722
"0962352440",V171945802
"0973344322",X179499870
"0906333862",W120643735
"0955763545",Z225097183
"0928094720",T187407884
"0955423015",V227136402
"0950198106",M167585274
"0927566537",H202707824
"0944059287",Y154442349
"0943585803",W154010339
"0954469226",C181059684
"0951381152",Q248803814
"0905298190",B192592760
"0922003728",I103423213
"0974389800",G294984736
"0968503914",A276326776
"0934955880",A168699704
"0941011852",Y106243027
"0939141227",T236237670
"0951644362",G204222047
"0917936111",B147003629
"0947940838",L140681892
"0976418352",Q185258648
"0989964355",S221189666
"0983644566",P158801794
"0907929252",Q133423508
"0918192980",Z211431766
"0966817808",Y267738454
"0984435390",I151686799
"0933371175",O286077345
"0998443816",Q290548133
"0946308328",K172068261
"0902697274",Y123092524
"0918903838",C244153536
"0936120518",D252975592
"0999080095",D111487464
"0973216172",R295771259
"0945599811",C272205367
"0916508831",I169150922
"0927936419",C137088175
"0957383087",U163212179
"0998428987",B267784298
"0971368993",D128759028
"0976668321",B183865321
"0996566205",T235952114
"0929422136",S291038754
"0979760988",O195013875
"0979820551",O178945314
"0944418909",H169226186
"0967588058",M111328476
"0911904375",P286243151
"0996120906",R192385151
"0961147400",V183095488
"0950457884",E178557904
"0919557942",T231997233
"0927046197",G197885005
"0993036656",R161945725
"0973008877",F226372367
"0943307587",F247161579
"0924378151",R243230545
"0982162426",T196151475
"0947677841",R147849708
"0983186685",V243102504
"0964054327",K191312159
"0987604189",K259129905
"0981037558",U221923142
"0960284010",D104578325
"0981186933",W199889318
"0945227142",I151686799
"0912148184",I190125619
"0906771197",Y217667366
"0909203874",H182795451
"0928038603",V105832350
"0975768489",M262469035
"0978280892",G221234498
"0993228858",B187456695
"0974458433",D122404597
"0945703985",R267494158
"0918979307",T237043547
"0925495203",I185900379
"0987198434",M120923416
"0926090382",N146556916
"0976914598",L115033664
"0949367863",I121778177
"0914980424",T158085632
"0907048132",V171603998
"0975948037",K152212254
"0943753684",W113572703
"0967360235",E125587290
"0993542017",W237601598
"0939860534",Y166338609
"0912578395",U233744651
"0982753139",K163083634
"0921727550",C104125029
"0998681275",G141528257
"0927864130",M114274377
"0991716144",H255852152
"0998469888",G234737542
"0917701216",L284264686
"0981083647",Y227912047
"0997269143",R253190316
"0987126077",W277875885
"0934647543",K207753604
"0912427045",J202445142
"0980931722",F185119399
"0986497867",K147524587
"0937873397",A199562358
"0933483292",X192521811
"0938007501",G251712432
"0906773172",D155567161
"0980086933",W277875885
"0909976924",N240681912
"0911591016",C194166161
"0938306039",R267494158
"0955508796",O218171998
"0983087255",I272069816
"0933728881",A126212421
"0948082047",E157755535
"0903109902",C230892128
"0919994771",S139193609
"0981204087",Y139295013
"0957616487",F111971543
"0929329593",O299541916
"0924563457",Q174988313
"0979103780",L227195644
"0908295997",P255875776
"0980639027",B115506495
"0917034651",H175170953
"0916309473",I135218700
"0923557650",W151266035
"0922527939",K132587812
"0908199397",H219355296
"0980066475",Q278688094
"0991843792",V133022220
"0969746474",R112464635
"0980088679",I128268370
"0925577013",U210906984
"0925150964",H234955443
"0976452742",L175854689
"0949368876",Z252737518
"0972929964",S103475452
"0985288450",U269898997
"0985159363",O244451252
"0934207600",N239889984
"0909362865",W179848375
"0945458804",Z277282407
"0908659076",T152327364
"0902474595",T215540412
"0913423541",L282576594
"0959287291",U193099862
"0940562285",R288567745
"0906786402",N237067426
"0956102481",W132272488
"0969014494",X236538674
"0966931474",M189931985
"0921109248",I280738973
"0962446139",V117668020
"0972505616",V126351083
"0991937696",T224521309
"0967003030",K221311751
"0913065780",E294411343
"0980229021",Y113870614
"0911701174",T127635942
"0989389855",D266928752
"0984007281",A122438689
"0933163405",T267901178
"0946731613",C176534483
"0930097664",K197249753
"0919675238",Z191463117
"0936899117",I271009549
"0900511459",V222087431
"0968431934",M257922169
"0921780339",V115990350
"0965669354",J258101733
"0933197100",R277902907
"0951777567",H169890613
"0933265244",C146984297
"0951902695",E247794595
"0988302835",O259301198
"0991858545",L266910489
"0952708816",S100400819
"0964146508",R295771259
"0943872091",A167365021
"0958543895",H267407176
"0935589407",G257273130
"0980332279",J173790010
"0954123882",P106672718
"0928336736",I292483858
"0996342770",C244870989
"0948600460",O224618359
"0994150697",R129156942
"0982236337",T229995112
"0938740836",T189293682
"0934274192",V230916674
"0983762402",J140547090
"0975180675",P232666519
"0934950871",Z190769585
"0912456879",F107679116
"0958371393",L122254020
"0954882981",C295624299
"0998411596",B159465773
"0909070262",M114274377
"0985411124",L268429614
"0934092678",V117681818
"0942244386",J140547090
"0995411840",G235117651
"0912912769",R287441582
"0939921275",E218038953
"0956865338",Y149204766
"0910759380",R113054204
"0902613591",F255734700
"0988075602",P296878031
"0929608768",J284903936
"0900092999",U125091247
"0901764762",A272560334
"0928825536",G146884152
"0910754536",T115129242
"0958878742",N263315788
"0954999923",Y108059470
"0998372609",A113204675
"0983847546",H250622010
"0972177190",R240385561
"0949524760",F146906241
